STATE,Name,NAME,District,ASSET_2001,ASSET_2011,Asset Change
32,KERALA,Thrissur,594,2,3,1
32,KERALA,Ernakulam,595,2,3,1
32,KERALA,Idukki,596,1,3,1
32,KERALA,Kottayam,597,2,3,1
32,KERALA,Alappuzha,598,2,3,1
32,KERALA,Pathanamthitta,599,2,3,1
32,KERALA,Kollam,600,1,3,1
32,KERALA,Thiruvananthapuram,601,2,3,1
33,TAMIL NADU,Thiruvallur,602,2,3,1
33,TAMIL NADU,Chennai,603,3,3,0
33,TAMIL NADU,Kancheepuram,604,2,3,1
33,TAMIL NADU,Vellore,605,1,3,1
33,TAMIL NADU,Tiruvannamalai,606,1,3,1
33,TAMIL NADU,Viluppuram,607,1,3,1
33,TAMIL NADU,Salem,608,1,3,1
33,TAMIL NADU,Namakkal,609,1,3,1
33,TAMIL NADU,Erode,610,1,3,1
33,TAMIL NADU,The Nilgiris,611,1,3,1
33,TAMIL NADU,Dindigul,612,1,3,1
33,TAMIL NADU,Karur,613,1,3,1
33,TAMIL NADU,Tiruchirappalli,614,2,3,1
33,TAMIL NADU,Perambalur,615,1,3,1
33,TAMIL NADU,Ariyalur,616,1,3,1
33,TAMIL NADU,Cuddalore,617,1,3,1
33,TAMIL NADU,Nagapattinam,618,1,3,1
33,TAMIL NADU,Thiruvarur,619,1,3,1
33,TAMIL NADU,Thanjavur,620,1,3,1
33,TAMIL NADU,Pudukkottai,621,1,3,1
33,TAMIL NADU,Sivaganga,622,1,3,1
33,TAMIL NADU,Madurai,623,2,3,1
33,TAMIL NADU,Theni,624,1,3,1
33,TAMIL NADU,Virudhunagar,625,1,3,1
33,TAMIL NADU,Ramanathapuram,626,1,3,1
33,TAMIL NADU,Thoothukkudi,627,1,3,1
33,TAMIL NADU,Tirunelveli ,628,1,3,1
33,TAMIL NADU,Kanniyakumari,629,1,3,1
33,TAMIL NADU,Dharmapuri,630,1,3,1
33,TAMIL NADU,Coimbatore,632,2,3,1
34,PUDUCHERRY,Yanam,634,2,2,0
34,PUDUCHERRY,Pondicherry,635,2,3,1
34,PUDUCHERRY,Mahe,636,2,3,1
34,PUDUCHERRY,Karaikal,637,2,3,1
35,ANDAMAN & NICOBAR ISLANDS,Nicobars,638,1,2,1
35,ANDAMAN & NICOBAR ISLANDS,Andamans,639,2,3,1
